name	net_charge	identifier	smiles	value	branching_ratio	experimental_or_predicted	temperature	doi	url	remark
Microcystin-LR	-4	microcystin-lr_-4_7	COC(Cc1ccccc1)C(C)C=C(C)C=CC1NC(=O)C(CCCNC(N)=[NH2+])[N-]C(=O)C(C)C([N-]C(=O)C(CC(C)C)[N-]C(=O)C(C)NC(=O)C(=C)N(C)C(=O)CCC(NC(=O)C1C)C([O-])=O)C([O-])=O							
Microcystin-LR	-4	microcystin-lr_-4_2	COC(Cc1ccccc1)C(C)C=C(C)C=CC1NC(=O)C(CCCNC(N)=N)NC(=O)C(C)C([N-]C(=O)C(CC(C)C)[N-]C(=O)C(C)NC(=O)C(=C)N(C)C(=O)CCC(NC(=O)C1C)C([O-])=O)C([O-])=O							
Microcystin-LR	-4	microcystin-lr_-4_1	COC(Cc1ccccc1)C(C)C=C(C)C=CC1NC(=O)C(CCCNC(N)=N)NC(=O)C(C)C([N-]C(=O)C(CC(C)C)NC(=O)C(C)NC(=O)C(=C)N(C)C(=O)CCC([N-]C(=O)C1C)C([O-])=O)C([O-])=O							
Microcystin-LR	-4	microcystin-lr_-4_5	COC(Cc1ccccc1)C(C)C=C(C)C=CC1NC(=O)C(CCCNC(N)=N)[N-]C(=O)C(C)C(NC(=O)C(CC(C)C)NC(=O)C(C)NC(=O)C(=C)N(C)C(=O)CCC([N-]C(=O)C1C)C([O-])=O)C([O-])=O							
Microcystin-LR	-4	microcystin-lr_-4_8	COC(Cc1ccccc1)C(C)C=C(C)C=CC1NC(=O)C(CCCNC(N)=[NH2+])[N-]C(=O)C(C)C(NC(=O)C(CC(C)C)[N-]C(=O)C(C)NC(=O)C(=C)N(C)C(=O)CCC([N-]C(=O)C1C)C([O-])=O)C([O-])=O							
Microcystin-LR	-4	microcystin-lr_-4_3	COC(Cc1ccccc1)C(C)C=C(C)C=CC1NC(=O)C(CCCNC(N)=N)[N-]C(=O)C(C)C([N-]C(=O)C(CC(C)C)NC(=O)C(C)NC(=O)C(=C)N(C)C(=O)CCC(NC(=O)C1C)C([O-])=O)C([O-])=O							
Microcystin-LR	-4	microcystin-lr_-4_4	COC(Cc1ccccc1)C(C)C=C(C)C=CC1NC(=O)C(CCCNC(N)=N)NC(=O)C(C)C(NC(=O)C(CC(C)C)[N-]C(=O)C(C)NC(=O)C(=C)N(C)C(=O)CCC([N-]C(=O)C1C)C([O-])=O)C([O-])=O							
Microcystin-LR	-5	microcystin-lr_-5_3	COC(Cc1ccccc1)C(C)C=C(C)C=CC1NC(=O)C(CCCNC(N)=N)[N-]C(=O)C(C)C([N-]C(=O)C(CC(C)C)[N-]C(=O)C(C)NC(=O)C(=C)N(C)C(=O)CCC(NC(=O)C1C)C([O-])=O)C([O-])=O							
Microcystin-LR	-5	microcystin-lr_-5_1	COC(Cc1ccccc1)C(C)C=C(C)C=CC1NC(=O)C(CCCNC(N)=N)NC(=O)C(C)C([N-]C(=O)C(CC(C)C)[N-]C(=O)C(C)NC(=O)C(=C)N(C)C(=O)CCC([N-]C(=O)C1C)C([O-])=O)C([O-])=O							
Microcystin-LR	-5	microcystin-lr_-5_2	COC(Cc1ccccc1)C(C)C=C(C)C=CC1NC(=O)C(CCCNC(N)=N)[N-]C(=O)C(C)C([N-]C(=O)C(CC(C)C)NC(=O)C(C)NC(=O)C(=C)N(C)C(=O)CCC([N-]C(=O)C1C)C([O-])=O)C([O-])=O							
Microcystin-LR	-5	microcystin-lr_-5_4	COC(Cc1ccccc1)C(C)C=C(C)C=CC1NC(=O)C(CCCNC(N)=N)[N-]C(=O)C(C)C(NC(=O)C(CC(C)C)[N-]C(=O)C(C)NC(=O)C(=C)N(C)C(=O)CCC([N-]C(=O)C1C)C([O-])=O)C([O-])=O							
Microcystin-LR	-5	microcystin-lr_-5_5	COC(Cc1ccccc1)C(C)C=C(C)C=CC1NC(=O)C(CCCNC(N)=[NH2+])[N-]C(=O)C(C)C([N-]C(=O)C(CC(C)C)[N-]C(=O)C(C)NC(=O)C(=C)N(C)C(=O)CCC([N-]C(=O)C1C)C([O-])=O)C([O-])=O							
Microcystin-LR	-6	microcystin-lr_-6_1	COC(Cc1ccccc1)C(C)C=C(C)C=CC1NC(=O)C(CCCNC(N)=N)[N-]C(=O)C(C)C([N-]C(=O)C(CC(C)C)[N-]C(=O)C(C)NC(=O)C(=C)N(C)C(=O)CCC([N-]C(=O)C1C)C([O-])=O)C([O-])=O	100						
										
Anatoxin-a	1	anatoxin-a_1_1	CC(=O)C1=CCCC2CCC1[NH2+]2							
Anatoxin-a	0	anatoxin-a_0_1	CC(=O)C1=CCCC2CCC1N2	100						
										
2,3,7,8-Tetrachlorodibenzo-p-dioxin	0	2,3,7,8-tetrachlorodibenzo-p-dioxin_0_1	O1C=COC=C1	100						
										
Nodularin	2	nodularin_2_1	COC(Cc1ccccc1)C(C)C=C(C)C=CC1NC(=O)C(CCC[NH2+]C(N)=[NH2+])NC(=O)C(C)C(NC(=O)C(=CC)N(C)C(=O)CCC(NC(=O)C1C)C(O)=O)C(O)=O							
Nodularin	1	nodularin_1_1	COC(Cc1ccccc1)C(C)C=C(C)C=CC1NC(=O)C(CCCNC(N)=[NH2+])NC(=O)C(C)C(NC(=O)C(=CC)N(C)C(=O)CCC(NC(=O)C1C)C(O)=O)C(O)=O							
Nodularin	0	nodularin_0_1	COC(Cc1ccccc1)C(C)C=C(C)C=CC1NC(=O)C(CCCNC(N)=[NH2+])NC(=O)C(C)C(NC(=O)C(=CC)N(C)C(=O)CCC(NC(=O)C1C)C([O-])=O)C(O)=O							
Nodularin	0	nodularin_0_2	COC(Cc1ccccc1)C(C)C=C(C)C=CC1NC(=O)C(CCCNC(N)=[NH2+])NC(=O)C(C)C(NC(=O)C(=CC)N(C)C(=O)CCC(NC(=O)C1C)C(O)=O)C([O-])=O							
Nodularin	-1	nodularin_-1_1	COC(Cc1ccccc1)C(C)C=C(C)C=CC1NC(=O)C(CCCNC(N)=[NH2+])NC(=O)C(C)C(NC(=O)C(=CC)N(C)C(=O)CCC(NC(=O)C1C)C([O-])=O)C([O-])=O							
Nodularin	-2	nodularin_-2_1	COC(Cc1ccccc1)C(C)C=C(C)C=CC1NC(=O)C(CCCNC(N)=N)NC(=O)C(C)C(NC(=O)C(=CC)N(C)C(=O)CCC(NC(=O)C1C)C([O-])=O)C([O-])=O							
Nodularin	-2	nodularin_-2_2	COC(Cc1ccccc1)C(C)C=C(C)C=CC1NC(=O)C(CCCNC(N)=[NH2+])NC(=O)C(C)C([N-]C(=O)C(=CC)N(C)C(=O)CCC(NC(=O)C1C)C([O-])=O)C([O-])=O							
Nodularin	-2	nodularin_-2_3	COC(Cc1ccccc1)C(C)C=C(C)C=CC1NC(=O)C(CCCNC(N)=[NH2+])NC(=O)C(C)C(NC(=O)C(=CC)N(C)C(=O)CCC([N-]C(=O)C1C)C([O-])=O)C([O-])=O							
Nodularin	-2	nodularin_-2_4	COC(Cc1ccccc1)C(C)C=C(C)C=CC1NC(=O)C(CCCNC(N)=[NH2+])[N-]C(=O)C(C)C(NC(=O)C(=CC)N(C)C(=O)CCC(NC(=O)C1C)C([O-])=O)C([O-])=O							
Nodularin	-3	nodularin_-3_1	COC(Cc1ccccc1)C(C)C=C(C)C=CC1NC(=O)C(CCCNC(N)=N)NC(=O)C(C)C([N-]C(=O)C(=CC)N(C)C(=O)CCC(NC(=O)C1C)C([O-])=O)C([O-])=O							
Nodularin	-3	nodularin_-3_2	COC(Cc1ccccc1)C(C)C=C(C)C=CC1NC(=O)C(CCCNC(N)=N)NC(=O)C(C)C(NC(=O)C(=CC)N(C)C(=O)CCC([N-]C(=O)C1C)C([O-])=O)C([O-])=O							
Nodularin	-3	nodularin_-3_3	COC(Cc1ccccc1)C(C)C=C(C)C=CC1NC(=O)C(CCCNC(N)=N)[N-]C(=O)C(C)C(NC(=O)C(=CC)N(C)C(=O)CCC(NC(=O)C1C)C([O-])=O)C([O-])=O							
Nodularin	-3	nodularin_-3_4	COC(Cc1ccccc1)C(C)C=C(C)C=CC1NC(=O)C(CCCNC(N)=[NH2+])[N-]C(=O)C(C)C([N-]C(=O)C(=CC)N(C)C(=O)CCC(NC(=O)C1C)C([O-])=O)C([O-])=O							
Nodularin	-3	nodularin_-3_5	COC(Cc1ccccc1)C(C)C=C(C)C=CC1NC(=O)C(CCCNC(N)=[NH2+])[N-]C(=O)C(C)C(NC(=O)C(=CC)N(C)C(=O)CCC([N-]C(=O)C1C)C([O-])=O)C([O-])=O							
Nodularin	-4	nodularin_-4_1	COC(Cc1ccccc1)C(C)C=C(C)C=CC1NC(=O)C(CCCNC(N)=N)NC(=O)C(C)C([N-]C(=O)C(=CC)N(C)C(=O)CCC([N-]C(=O)C1C)C([O-])=O)C([O-])=O							
Nodularin	-4	nodularin_-4_2	COC(Cc1ccccc1)C(C)C=C(C)C=CC1NC(=O)C(CCCNC(N)=N)[N-]C(=O)C(C)C([N-]C(=O)C(=CC)N(C)C(=O)CCC(NC(=O)C1C)C([O-])=O)C([O-])=O							
Nodularin	-4	nodularin_-4_3	COC(Cc1ccccc1)C(C)C=C(C)C=CC1NC(=O)C(CCCNC(N)=N)[N-]C(=O)C(C)C(NC(=O)C(=CC)N(C)C(=O)CCC([N-]C(=O)C1C)C([O-])=O)C([O-])=O							
Nodularin	-4	nodularin_-4_4	COC(Cc1ccccc1)C(C)C=C(C)C=CC1NC(=O)C(CCCNC(N)=[NH2+])[N-]C(=O)C(C)C([N-]C(=O)C(=CC)N(C)C(=O)CCC([N-]C(=O)C1C)C([O-])=O)C([O-])=O							
Nodularin	-5	nodularin_-5_1	COC(Cc1ccccc1)C(C)C=C(C)C=CC1NC(=O)C(CCCNC(N)=N)[N-]C(=O)C(C)C([N-]C(=O)C(=CC)N(C)C(=O)CCC([N-]C(=O)C1C)C([O-])=O)C([O-])=O	100						
										
Geosmin	1	geosmin_1_1	CC1CCCC2(C)CCCCC12[OH2+]							
Geosmin	0	geosmin_0_1	CC1CCCC2(C)CCCCC12O	100						
										
2-MIB	1	2-mib_1_1	CC1(C)C2CCC1(C)C(C)([OH2+])C2							
2-MIB	0	2-mib_0_1	CC1(C)C2CCC1(C)C(C)(O)C2	100						
										
Chlorite	1	chlorite_1_1	O[Cl+]O							
Chlorite	0	chlorite_0_1	O[Cl+][O-]							
Chlorite	-1	chlorite_-1_1	[O-][Cl+][O-]	100						
										
Di(2-ethylhexyl) adipate	0	di(2-ethylhexyl)adipate_0_1	CCCCC(CC)COC(=O)CCCCC(=O)OCC(CC)CCCC	100						
										
Di(2-ethylhexyl)phthalate	0	di(2-ethylhexyl)phthalate_0_1	CCCCC(CC)OC(=O)c1ccccc1C(=O)OC(CC)CCCC	100						
										
Vancomycin	2	vancomycin_2_1	C[NH2+]C(CC(C)C)C(=O)NC1C(O)c2ccc(Oc3cc4cc(Oc5ccc(cc5Cl)C(O)C5NC(=O)C(NC(=O)C4NC(=O)C(CC(N)=O)NC1=O)c1ccc(O)c(c1)-c1c(O)cc(O)cc1C(NC5=O)C(O)=O)c3OC1OC(CO)C(O)C(O)C1OC1CC(C)([NH3+])C(O)C(C)O1)c(Cl)c2							
Vancomycin	1	vancomycin_1_1	C[NH2+]C(CC(C)C)C(=O)NC1C(O)c2ccc(Oc3cc4cc(Oc5ccc(cc5Cl)C(O)C5NC(=O)C(NC(=O)C4NC(=O)C(CC(N)=O)NC1=O)c1ccc(O)c(c1)-c1c(O)cc(O)cc1C(NC5=O)C([O-])=O)c3OC1OC(CO)C(O)C(O)C1OC1CC(C)([NH3+])C(O)C(C)O1)c(Cl)c2							
Vancomycin	0	vancomycin_0_1	C[NH2+]C(CC(C)C)C(=O)NC1C(O)c2ccc(Oc3cc4cc(Oc5ccc(cc5Cl)C(O)C5NC(=O)C(NC(=O)C4NC(=O)C(CC(N)=O)NC1=O)c1ccc(O)c(c1)-c1c(O)cc(O)cc1C(NC5=O)C([O-])=O)c3OC1OC(CO)C(O)C(O)C1OC1CC(C)(N)C(O)C(C)O1)c(Cl)c2							
Vancomycin	0	vancomycin_0_2	CNC(CC(C)C)C(=O)NC1C(O)c2ccc(Oc3cc4cc(Oc5ccc(cc5Cl)C(O)C5NC(=O)C(NC(=O)C4NC(=O)C(CC(N)=O)NC1=O)c1ccc(O)c(c1)-c1c(O)cc(O)cc1C(NC5=O)C([O-])=O)c3OC1OC(CO)C(O)C(O)C1OC1CC(C)([NH3+])C(O)C(C)O1)c(Cl)c2							
Vancomycin	0	vancomycin_0_4	C[NH2+]C(CC(C)C)C(=O)NC1C(O)c2ccc(Oc3cc4cc(Oc5ccc(cc5Cl)C(O)C5NC(=O)C(NC(=O)C4NC(=O)C(CC(N)=O)NC1=O)c1ccc(O)c(c1)-c1c(O)cc([O-])cc1C(NC5=O)C([O-])=O)c3OC1OC(CO)C(O)C(O)C1OC1CC(C)([NH3+])C(O)C(C)O1)c(Cl)c2							
Vancomycin	0	vancomycin_0_5	C[NH2+]C(CC(C)C)C(=O)NC1C(O)c2ccc(Oc3cc4cc(Oc5ccc(cc5Cl)C(O)C5NC(=O)C(NC(=O)C4NC(=O)C(CC(N)=O)NC1=O)c1ccc([O-])c(c1)-c1c(O)cc(O)cc1C(NC5=O)C([O-])=O)c3OC1OC(CO)C(O)C(O)C1OC1CC(C)([NH3+])C(O)C(C)O1)c(Cl)c2							
Vancomycin	0	vancomycin_0_3	C[NH2+]C(CC(C)C)C(=O)NC1C(O)c2ccc(Oc3cc4cc(Oc5ccc(cc5Cl)C(O)C5NC(=O)C(NC(=O)C4NC(=O)C(CC(N)=O)NC1=O)c1ccc(O)c(c1)-c1c([O-])cc(O)cc1C(NC5=O)C([O-])=O)c3OC1OC(CO)C(O)C(O)C1OC1CC(C)([NH3+])C(O)C(C)O1)c(Cl)c2							
Vancomycin	0	vancomycin_0_6	C[NH2+]C(CC(C)C)C(=O)NC1C(O)c2ccc(Oc3cc4cc(Oc5ccc(cc5Cl)C(O)C5NC(=O)C(NC(=O)C4NC(=O)C(CC(N)=O)NC1=O)c1ccc(O)c(c1)-c1c(O)cc(O)cc1C([N-]C5=O)C([O-])=O)c3OC1OC(CO)C(O)C(O)C1OC1CC(C)([NH3+])C(O)C(C)O1)c(Cl)c2							
Vancomycin	0	vancomycin_0_7	C[NH2+]C(CC(C)C)C(=O)NC1C(O)c2ccc(Oc3cc4cc(Oc5ccc(cc5Cl)C(O)C5NC(=O)C([N-]C(=O)C4NC(=O)C(CC(N)=O)NC1=O)c1ccc(O)c(c1)-c1c(O)cc(O)cc1C(NC5=O)C([O-])=O)c3OC1OC(CO)C(O)C(O)C1OC1CC(C)([NH3+])C(O)C(C)O1)c(Cl)c2							
Vancomycin	-1	vancomycin_-1_14	C[NH2+]C(CC(C)C)C(=O)NC1C(O)c2ccc(Oc3cc4cc(Oc5ccc(cc5Cl)C(O)C5NC(=O)C(NC(=O)C4NC(=O)C(CC(N)=O)NC1=O)c1ccc([O-])c(c1)-c1c(O)cc([O-])cc1C(NC5=O)C([O-])=O)c3OC1OC(CO)C(O)C(O)C1OC1CC(C)([NH3+])C(O)C(C)O1)c(Cl)c2							
Vancomycin	-1	vancomycin_-1_15	C[NH2+]C(CC(C)C)C(=O)NC1C(O)c2ccc(Oc3cc4cc(Oc5ccc(cc5Cl)C(O)C5NC(=O)C([N-]C(=O)C4NC(=O)C(CC(N)=O)NC1=O)c1ccc(O)c(c1)-c1c(O)cc([O-])cc1C(NC5=O)C([O-])=O)c3OC1OC(CO)C(O)C(O)C1OC1CC(C)([NH3+])C(O)C(C)O1)c(Cl)c2							
Vancomycin	-1	vancomycin_-1_16	C[NH2+]C(CC(C)C)C(=O)NC1C(O)c2ccc(Oc3cc4cc(Oc5ccc(cc5Cl)C(O)C5NC(=O)C(NC(=O)C4NC(=O)C(CC(N)=O)NC1=O)c1ccc([O-])c(c1)-c1c(O)cc(O)cc1C([N-]C5=O)C([O-])=O)c3OC1OC(CO)C(O)C(O)C1OC1CC(C)([NH3+])C(O)C(C)O1)c(Cl)c2							
Vancomycin	-1	vancomycin_-1_3	C[NH2+]C(CC(C)C)C(=O)NC1C(O)c2ccc(Oc3cc4cc(Oc5ccc(cc5Cl)C(O)C5NC(=O)C(NC(=O)C4NC(=O)C(CC(N)=O)NC1=O)c1ccc(O)c(c1)-c1c(O)cc([O-])cc1C(NC5=O)C([O-])=O)c3OC1OC(CO)C(O)C(O)C1OC1CC(C)(N)C(O)C(C)O1)c(Cl)c2							
Vancomycin	-1	vancomycin_-1_17	C[NH2+]C(CC(C)C)C(=O)NC1C(O)c2ccc(Oc3cc4cc(Oc5ccc(cc5Cl)C(O)C5NC(=O)C([N-]C(=O)C4NC(=O)C(CC(N)=O)NC1=O)c1ccc([O-])c(c1)-c1c(O)cc(O)cc1C(NC5=O)C([O-])=O)c3OC1OC(CO)C(O)C(O)C1OC1CC(C)([NH3+])C(O)C(C)O1)c(Cl)c2							
Vancomycin	-1	vancomycin_-1_1	CNC(CC(C)C)C(=O)NC1C(O)c2ccc(Oc3cc4cc(Oc5ccc(cc5Cl)C(O)C5NC(=O)C(NC(=O)C4NC(=O)C(CC(N)=O)NC1=O)c1ccc(O)c(c1)-c1c(O)cc(O)cc1C(NC5=O)C([O-])=O)c3OC1OC(CO)C(O)C(O)C1OC1CC(C)(N)C(O)C(C)O1)c(Cl)c2							
Vancomycin	-1	vancomycin_-1_2	C[NH2+]C(CC(C)C)C(=O)NC1C(O)c2ccc(Oc3cc4cc(Oc5ccc(cc5Cl)C(O)C5NC(=O)C(NC(=O)C4NC(=O)C(CC(N)=O)NC1=O)c1ccc(O)c(c1)-c1c([O-])cc(O)cc1C(NC5=O)C([O-])=O)c3OC1OC(CO)C(O)C(O)C1OC1CC(C)(N)C(O)C(C)O1)c(Cl)c2							
Vancomycin	-1	vancomycin_-1_5	CNC(CC(C)C)C(=O)NC1C(O)c2ccc(Oc3cc4cc(Oc5ccc(cc5Cl)C(O)C5NC(=O)C(NC(=O)C4NC(=O)C(CC(N)=O)NC1=O)c1ccc(O)c(c1)-c1c([O-])cc(O)cc1C(NC5=O)C([O-])=O)c3OC1OC(CO)C(O)C(O)C1OC1CC(C)([NH3+])C(O)C(C)O1)c(Cl)c2							
Vancomycin	-1	vancomycin_-1_4	C[NH2+]C(CC(C)C)C(=O)NC1C(O)c2ccc(Oc3cc4cc(Oc5ccc(cc5Cl)C(O)C5NC(=O)C(NC(=O)C4NC(=O)C(CC(N)=O)NC1=O)c1ccc([O-])c(c1)-c1c(O)cc(O)cc1C(NC5=O)C([O-])=O)c3OC1OC(CO)C(O)C(O)C1OC1CC(C)(N)C(O)C(C)O1)c(Cl)c2							
Vancomycin	-1	vancomycin_-1_6	CNC(CC(C)C)C(=O)NC1C(O)c2ccc(Oc3cc4cc(Oc5ccc(cc5Cl)C(O)C5NC(=O)C(NC(=O)C4NC(=O)C(CC(N)=O)NC1=O)c1ccc(O)c(c1)-c1c(O)cc([O-])cc1C(NC5=O)C([O-])=O)c3OC1OC(CO)C(O)C(O)C1OC1CC(C)([NH3+])C(O)C(C)O1)c(Cl)c2							
Vancomycin	-1	vancomycin_-1_7	CNC(CC(C)C)C(=O)NC1C(O)c2ccc(Oc3cc4cc(Oc5ccc(cc5Cl)C(O)C5NC(=O)C(NC(=O)C4NC(=O)C(CC(N)=O)NC1=O)c1ccc([O-])c(c1)-c1c(O)cc(O)cc1C(NC5=O)C([O-])=O)c3OC1OC(CO)C(O)C(O)C1OC1CC(C)([NH3+])C(O)C(C)O1)c(Cl)c2							
Vancomycin	-1	vancomycin_-1_8	CNC(CC(C)C)C(=O)NC1C(O)c2ccc(Oc3cc4cc(Oc5ccc(cc5Cl)C(O)C5NC(=O)C(NC(=O)C4NC(=O)C(CC(N)=O)NC1=O)c1ccc(O)c(c1)-c1c(O)cc(O)cc1C([N-]C5=O)C([O-])=O)c3OC1OC(CO)C(O)C(O)C1OC1CC(C)([NH3+])C(O)C(C)O1)c(Cl)c2							
Vancomycin	-1	vancomycin_-1_9	CNC(CC(C)C)C(=O)NC1C(O)c2ccc(Oc3cc4cc(Oc5ccc(cc5Cl)C(O)C5NC(=O)C([N-]C(=O)C4NC(=O)C(CC(N)=O)NC1=O)c1ccc(O)c(c1)-c1c(O)cc(O)cc1C(NC5=O)C([O-])=O)c3OC1OC(CO)C(O)C(O)C1OC1CC(C)([NH3+])C(O)C(C)O1)c(Cl)c2							
Vancomycin	-1	vancomycin_-1_10	C[NH2+]C(CC(C)C)C(=O)NC1C(O)c2ccc(Oc3cc4cc(Oc5ccc(cc5Cl)C(O)C5NC(=O)C(NC(=O)C4NC(=O)C(CC(N)=O)NC1=O)c1ccc(O)c(c1)-c1c([O-])cc([O-])cc1C(NC5=O)C([O-])=O)c3OC1OC(CO)C(O)C(O)C1OC1CC(C)([NH3+])C(O)C(C)O1)c(Cl)c2							
Vancomycin	-1	vancomycin_-1_11	C[NH2+]C(CC(C)C)C(=O)NC1C(O)c2ccc(Oc3cc4cc(Oc5ccc(cc5Cl)C(O)C5NC(=O)C(NC(=O)C4NC(=O)C(CC(N)=O)NC1=O)c1ccc([O-])c(c1)-c1c([O-])cc(O)cc1C(NC5=O)C([O-])=O)c3OC1OC(CO)C(O)C(O)C1OC1CC(C)([NH3+])C(O)C(C)O1)c(Cl)c2							
Vancomycin	-1	vancomycin_-1_12	C[NH2+]C(CC(C)C)C(=O)NC1C(O)c2ccc(Oc3cc4cc(Oc5ccc(cc5Cl)C(O)C5NC(=O)C(NC(=O)C4NC(=O)C(CC(N)=O)NC1=O)c1ccc(O)c(c1)-c1c([O-])cc(O)cc1C([N-]C5=O)C([O-])=O)c3OC1OC(CO)C(O)C(O)C1OC1CC(C)([NH3+])C(O)C(C)O1)c(Cl)c2							
Vancomycin	-1	vancomycin_-1_13	C[NH2+]C(CC(C)C)C(=O)NC1C(O)c2ccc(Oc3cc4cc(Oc5ccc(cc5Cl)C(O)C5NC(=O)C([N-]C(=O)C4NC(=O)C(CC(N)=O)NC1=O)c1ccc(O)c(c1)-c1c([O-])cc(O)cc1C(NC5=O)C([O-])=O)c3OC1OC(CO)C(O)C(O)C1OC1CC(C)([NH3+])C(O)C(C)O1)c(Cl)c2							
Vancomycin	-2	vancomycin_-2_21	C[NH2+]C(CC(C)C)C(=O)NC1C(O)c2ccc(Oc3cc4cc(Oc5ccc(cc5Cl)C(O)C5NC(=O)C(NC(=O)C4NC(=O)C(CC(N)=O)NC1=O)c1ccc([O-])c(c1)-c1c([O-])cc(O)cc1C([N-]C5=O)C([O-])=O)c3OC1OC(CO)C(O)C(O)C1OC1CC(C)([NH3+])C(O)C(C)O1)c(Cl)c2							
Vancomycin	-2	vancomycin_-2_11	CNC(CC(C)C)C(=O)NC1C(O)c2ccc(Oc3cc4cc(Oc5ccc(cc5Cl)C(O)C5NC(=O)C(NC(=O)C4NC(=O)C(CC(N)=O)NC1=O)c1ccc([O-])c(c1)-c1c([O-])cc(O)cc1C(NC5=O)C([O-])=O)c3OC1OC(CO)C(O)C(O)C1OC1CC(C)([NH3+])C(O)C(C)O1)c(Cl)c2							
Vancomycin	-2	vancomycin_-2_1	CNC(CC(C)C)C(=O)NC1C(O)c2ccc(Oc3cc4cc(Oc5ccc(cc5Cl)C(O)C5NC(=O)C(NC(=O)C4NC(=O)C(CC(N)=O)NC1=O)c1ccc(O)c(c1)-c1c([O-])cc(O)cc1C(NC5=O)C([O-])=O)c3OC1OC(CO)C(O)C(O)C1OC1CC(C)(N)C(O)C(C)O1)c(Cl)c2							
Vancomycin	-2	vancomycin_-2_2	CNC(CC(C)C)C(=O)NC1C(O)c2ccc(Oc3cc4cc(Oc5ccc(cc5Cl)C(O)C5NC(=O)C(NC(=O)C4NC(=O)C(CC(N)=O)NC1=O)c1ccc(O)c(c1)-c1c(O)cc([O-])cc1C(NC5=O)C([O-])=O)c3OC1OC(CO)C(O)C(O)C1OC1CC(C)(N)C(O)C(C)O1)c(Cl)c2							
Vancomycin	-2	vancomycin_-2_3	CNC(CC(C)C)C(=O)NC1C(O)c2ccc(Oc3cc4cc(Oc5ccc(cc5Cl)C(O)C5NC(=O)C(NC(=O)C4NC(=O)C(CC(N)=O)NC1=O)c1ccc([O-])c(c1)-c1c(O)cc(O)cc1C(NC5=O)C([O-])=O)c3OC1OC(CO)C(O)C(O)C1OC1CC(C)(N)C(O)C(C)O1)c(Cl)c2							
Vancomycin	-2	vancomycin_-2_4	CNC(CC(C)C)C(=O)NC1C(O)c2ccc(Oc3cc4cc(Oc5ccc(cc5Cl)C(O)C5NC(=O)C([N-]C(=O)C4NC(=O)C(CC(N)=O)NC1=O)c1ccc(O)c(c1)-c1c(O)cc(O)cc1C(NC5=O)C([O-])=O)c3OC1OC(CO)C(O)C(O)C1OC1CC(C)(N)C(O)C(C)O1)c(Cl)c2							
Vancomycin	-2	vancomycin_-2_5	C[NH2+]C(CC(C)C)C(=O)NC1C(O)c2ccc(Oc3cc4cc(Oc5ccc(cc5Cl)C(O)C5NC(=O)C(NC(=O)C4NC(=O)C(CC(N)=O)NC1=O)c1ccc(O)c(c1)-c1c([O-])cc([O-])cc1C(NC5=O)C([O-])=O)c3OC1OC(CO)C(O)C(O)C1OC1CC(C)(N)C(O)C(C)O1)c(Cl)c2							
Vancomycin	-2	vancomycin_-2_6	C[NH2+]C(CC(C)C)C(=O)NC1C(O)c2ccc(Oc3cc4cc(Oc5ccc(cc5Cl)C(O)C5NC(=O)C(NC(=O)C4NC(=O)C(CC(N)=O)NC1=O)c1ccc([O-])c(c1)-c1c([O-])cc(O)cc1C(NC5=O)C([O-])=O)c3OC1OC(CO)C(O)C(O)C1OC1CC(C)(N)C(O)C(C)O1)c(Cl)c2							
Vancomycin	-2	vancomycin_-2_7	C[NH2+]C(CC(C)C)C(=O)NC1C(O)c2ccc(Oc3cc4cc(Oc5ccc(cc5Cl)C(O)C5NC(=O)C([N-]C(=O)C4NC(=O)C(CC(N)=O)NC1=O)c1ccc(O)c(c1)-c1c([O-])cc(O)cc1C(NC5=O)C([O-])=O)c3OC1OC(CO)C(O)C(O)C1OC1CC(C)(N)C(O)C(C)O1)c(Cl)c2							
Vancomycin	-2	vancomycin_-2_8	C[NH2+]C(CC(C)C)C(=O)NC1C(O)c2ccc(Oc3cc4cc(Oc5ccc(cc5Cl)C(O)C5NC(=O)C(NC(=O)C4NC(=O)C(CC(N)=O)NC1=O)c1ccc([O-])c(c1)-c1c(O)cc([O-])cc1C(NC5=O)C([O-])=O)c3OC1OC(CO)C(O)C(O)C1OC1CC(C)(N)C(O)C(C)O1)c(Cl)c2							
Vancomycin	-2	vancomycin_-2_9	C[NH2+]C(CC(C)C)C(=O)NC1C(O)c2ccc(Oc3cc4cc(Oc5ccc(cc5Cl)C(O)C5NC(=O)C([N-]C(=O)C4NC(=O)C(CC(N)=O)NC1=O)c1ccc([O-])c(c1)-c1c(O)cc(O)cc1C(NC5=O)C([O-])=O)c3OC1OC(CO)C(O)C(O)C1OC1CC(C)(N)C(O)C(C)O1)c(Cl)c2							
Vancomycin	-2	vancomycin_-2_10	CNC(CC(C)C)C(=O)NC1C(O)c2ccc(Oc3cc4cc(Oc5ccc(cc5Cl)C(O)C5NC(=O)C(NC(=O)C4NC(=O)C(CC(N)=O)NC1=O)c1ccc(O)c(c1)-c1c([O-])cc([O-])cc1C(NC5=O)C([O-])=O)c3OC1OC(CO)C(O)C(O)C1OC1CC(C)([NH3+])C(O)C(C)O1)c(Cl)c2							
